carat,cut,color,clarity,depth,table,price,x,y,z
1.72,Very Good,F,I1,60.5,59.0,6962,7.71,7.8,4.69
0.41,Premium,D,SI1,60.5,60.0,791,4.77,4.81,2.9
0.72,Ideal,G,VVS2,62.0,55.0,3352,5.72,5.76,3.56
0.55,Ideal,J,VS2,60.4,58.0,1133,5.29,5.34,3.21
0.82,Ideal,H,SI1,62.4,56.0,2617,6.05,6.0,3.76
0.25,Very Good,D,VVS2,64.2,55.0,512,3.98,4.0,2.56
0.31,Ideal,H,VS2,62.0,57.0,628,4.38,4.33,2.7
2.0,Premium,H,SI2,62.8,57.0,11975,8.05,8.01,5.04
0.71,Good,I,VS2,64.2,58.0,2028,5.52,5.57,3.56
0.3,Very Good,H,SI1,62.9,58.0,421,4.22,4.24,2.66
0.3,Ideal,H,VS1,61.4,54.0,675,4.37,4.33,2.67
1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91
1.02,Ideal,E,SI1,61.9,55.0,5806,6.49,6.46,4.01
2.03,Ideal,H,SI1,60.8,57.0,17864,8.18,8.24,4.99
1.27,Ideal,G,IF,61.5,58.0,11157,6.95,6.99,4.29
1.2,Premium,H,SI1,61.8,58.0,5669,6.8,6.72,4.18
1.2,Very Good,G,SI2,62.5,57.0,5250,6.73,6.84,4.24
0.37,Premium,F,VS2,62.7,58.0,957,4.58,4.55,2.86
1.59,Very Good,I,VS2,60.5,63.0,10106,7.52,7.45,4.53
0.72,Ideal,E,SI1,62.0,57.0,2476,5.72,5.66,3.53
1.14,Ideal,G,VS1,61.8,55.0,8121,6.71,6.76,4.16
1.17,Ideal,G,VS2,62.0,57.0,7423,6.74,6.78,4.19
1.4,Premium,F,VS2,61.5,60.0,10625,7.25,7.18,4.44
0.91,Very Good,F,VS2,62.1,58.0,4917,6.19,6.24,3.86
1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08
0.4,Premium,G,VVS2,62.7,59.0,1050,4.72,4.69,2.95
1.55,Ideal,G,SI1,61.7,57.0,12951,7.4,7.44,4.58
1.01,Premium,G,SI2,63.0,59.0,3923,6.38,6.32,4.0
0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33
0.5,Premium,E,VS2,60.5,60.0,1581,5.09,5.13,3.09
1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
2.47,Premium,J,SI2,59.4,59.0,16532,8.85,8.79,5.24
0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57
0.7,Very Good,H,VS2,63.2,57.0,2137,5.58,5.62,3.54
2.02,Premium,F,SI2,62.1,56.0,18678,8.07,7.99,4.99
2.09,Premium,H,VS2,62.2,58.0,18443,8.17,8.12,5.06
0.4,Ideal,F,VS2,62.0,57.0,842,4.68,4.74,2.92
0.31,Ideal,E,VVS1,61.3,56.0,1105,4.38,4.4,2.69
1.54,Premium,H,VS2,60.3,60.0,9081,7.47,7.45,4.5
0.26,Very Good,E,IF,58.7,63.0,547,4.19,4.23,2.47
1.2,Very Good,G,SI1,63.2,59.0,5665,6.77,6.74,4.27
1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07
1.0,Premium,G,VS2,60.8,60.0,5322,6.39,6.33,3.87
0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55
1.5,Ideal,I,SI1,62.7,57.0,8291,7.21,7.3,4.55
0.37,Premium,F,VS2,61.9,58.0,746,4.54,4.6,2.83
1.2,Very Good,I,VS1,62.4,56.0,6167,6.78,6.74,4.22
0.34,Premium,H,SI1,62.1,59.0,612,4.5,4.46,2.78
1.13,Very Good,H,SI2,62.0,58.0,5179,6.67,6.71,4.15
0.48,Premium,E,SI2,62.9,60.0,1005,4.93,4.9,3.09
1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23
0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
0.86,Ideal,I,VS2,63.0,53.0,2706,6.1,6.06,3.83
0.74,Ideal,J,VS1,61.6,57.0,2154,5.77,5.83,3.57
0.48,Ideal,F,IF,62.1,55.0,2154,5.0,5.05,3.12
0.23,Very Good,E,VVS1,61.0,58.0,485,3.99,4.01,2.44
0.97,Premium,F,SI2,61.9,58.0,3993,6.35,6.31,3.92
0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69
1.23,Premium,I,VS1,61.6,58.0,5632,6.9,6.84,4.23
1.01,Very Good,E,VS2,63.1,56.0,6480,6.34,6.4,4.02
2.01,Good,I,VS2,64.3,60.0,11954,7.91,7.86,5.07
0.37,Premium,E,SI1,60.6,54.0,833,4.68,4.63,2.82
1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07
0.63,Ideal,F,VS1,62.3,56.0,2644,5.46,5.49,3.41
0.33,Very Good,G,VS1,62.9,57.0,666,4.38,4.43,2.77
0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66
1.0,Very Good,E,VS1,61.2,57.0,7002,6.43,6.47,3.95
0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82
0.42,Ideal,F,VVS2,62.1,55.0,1221,4.81,4.79,2.98
0.7,Very Good,G,VS2,59.3,60.0,2539,5.77,5.83,3.43
1.5,Premium,G,SI2,62.0,62.0,8190,7.31,7.25,4.51
0.34,Very Good,I,VS2,62.1,57.0,477,4.44,4.48,2.77
0.77,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67
0.52,Very Good,G,SI1,63.5,58.0,1170,5.14,5.1,3.25
0.34,Ideal,H,VS2,62.6,54.0,689,4.5,4.45,2.8
0.8,Ideal,E,SI1,61.0,57.0,3890,6.0,6.03,3.67
1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12
0.35,Good,F,SI1,63.6,54.0,583,4.51,4.52,2.87
1.01,Premium,G,VS1,62.3,59.0,6499,6.38,6.42,3.99
1.83,Ideal,H,SI1,61.5,56.0,15032,7.87,7.81,4.82
0.43,Good,I,VS2,58.0,57.0,696,4.96,5.01,2.89
0.6,Premium,D,SI2,62.0,57.0,1196,5.43,5.35,3.34
0.45,Premium,I,SI1,60.3,59.0,941,4.99,4.93,2.99
0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48
1.52,Ideal,F,SI1,62.3,55.1,11971,7.29,7.39,4.58
0.71,Premium,E,SI2,59.0,60.0,2410,5.9,5.87,3.47
0.3,Ideal,D,VS1,62.0,57.0,720,4.27,4.31,2.66
1.11,Ideal,H,SI2,62.7,57.0,4662,6.66,6.59,4.14
0.44,Ideal,E,VVS2,60.9,57.0,1334,4.95,4.9,3.0
0.32,Ideal,G,IF,61.9,54.0,918,4.4,4.42,2.73
1.01,Very Good,E,VS2,63.1,60.0,6335,6.3,6.26,3.96
1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
0.55,Very Good,G,VS1,59.4,62.0,1667,5.32,5.36,3.17
0.26,Very Good,F,VVS1,62.0,55.0,657,4.08,4.13,2.54
0.35,Ideal,E,VS1,61.6,57.0,1063,4.53,4.5,2.78
0.42,Very Good,E,VS2,62.8,59.0,958,4.76,4.8,3.0
0.31,Ideal,H,VS2,62.0,55.0,507,4.36,4.38,2.71
0.33,Ideal,E,VS2,61.9,55.0,873,4.46,4.49,2.77
0.32,Ideal,F,VVS1,60.6,56.0,867,4.46,4.48,2.71
1.1,Ideal,D,VVS2,62.0,57.0,11233,6.62,6.57,4.09
1.52,Premium,G,VS1,61.9,58.0,14424,7.38,7.35,4.56
0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22
1.01,Ideal,F,VS2,61.0,56.0,5662,6.44,6.4,3.94
0.39,Ideal,G,VVS1,62.3,57.0,1095,4.64,4.7,2.91
0.27,Ideal,E,VVS1,62.0,56.0,752,4.19,4.16,2.59
0.56,Ideal,H,VS1,61.8,55.0,1770,5.29,5.33,3.28
1.22,Premium,G,I1,59.2,60.0,2699,6.97,6.9,4.1
0.72,Ideal,E,SI2,60.1,56.0,2674,5.85,5.83,3.51
0.9,Fair,J,SI1,64.6,61.0,2438,5.92,5.87,3.81
0.3,Premium,H,VVS2,60.8,60.0,776,4.33,4.29,2.62
0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
0.3,Ideal,G,VVS1,62.1,58.0,753,4.26,4.28,2.65
0.52,Ideal,D,VS1,61.0,56.0,2010,5.2,5.23,3.18
0.51,Ideal,F,VS2,60.6,56.0,1687,5.19,5.17,3.14
0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
0.9,Ideal,J,VS1,62.4,56.0,3498,6.15,6.18,3.85
0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87
0.4,Very Good,I,VS1,61.7,57.0,741,4.71,4.73,2.91
0.58,Ideal,F,VS1,59.9,59.0,1979,5.42,5.47,3.26
0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89
0.38,Very Good,D,VS2,60.9,58.0,933,4.63,4.67,2.83
0.43,Ideal,E,VS1,63.0,55.0,1094,4.85,4.87,3.06
1.0,Ideal,I,SI1,62.7,56.0,4174,6.33,6.37,3.98
0.32,Ideal,G,VVS1,62.4,55.0,842,4.37,4.38,2.73
1.2,Premium,I,VS1,62.8,56.0,6021,6.8,6.74,4.25
1.01,Ideal,G,IF,61.5,58.0,8869,6.44,6.47,3.97
1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0
0.4,Good,I,VVS1,63.5,57.0,842,4.65,4.68,2.96
0.59,Very Good,H,VS1,62.1,55.0,1757,5.37,5.41,3.35
0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
1.32,Premium,H,VS1,61.3,58.0,5958,7.09,7.01,4.32
0.39,Ideal,F,VS1,62.3,57.0,1024,4.69,4.65,2.91
0.3,Very Good,D,SI2,61.0,61.0,447,4.25,4.31,2.61
0.55,Very Good,D,VS2,58.5,58.4,1975,5.39,5.42,3.16
1.23,Very Good,H,VS2,58.5,62.0,6039,6.98,7.0,4.09
1.2,Premium,E,VS2,63.0,58.0,9139,6.75,6.71,4.24
0.72,Very Good,E,SI1,61.6,58.0,2688,5.74,5.78,3.55
0.32,Ideal,F,VS1,61.9,56.0,900,4.4,4.35,2.71
1.53,Good,E,SI1,63.5,58.0,11303,7.29,7.35,4.65
0.83,Very Good,E,SI1,63.8,54.0,3295,5.96,6.04,3.83
0.3,Ideal,D,VS2,61.4,55.0,710,4.32,4.34,2.66
1.5,Very Good,H,SI2,61.3,59.0,7774,7.38,7.41,4.53
0.54,Premium,E,VVS1,62.7,58.0,2370,5.16,5.21,3.25
0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14
2.02,Ideal,J,SI2,62.2,57.0,12736,8.11,8.18,5.07
1.36,Ideal,F,VVS2,61.6,56.0,12494,7.08,7.17,4.39
1.28,Ideal,H,SI1,61.8,57.0,7109,7.02,6.97,4.32
1.04,Ideal,G,VS2,61.3,57.0,7044,6.53,6.56,4.01
0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
1.01,Premium,H,SI2,60.3,60.0,4412,6.49,6.45,3.9
0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
0.24,Ideal,F,VVS1,61.1,56.0,963,4.01,4.05,2.47
0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,4.24,2.62
0.32,Ideal,G,VS2,62.1,56.0,524,4.36,4.4,2.72
1.2,Ideal,G,VS1,62.3,56.0,8442,6.77,6.82,4.23
1.0,Premium,F,SI1,60.8,59.0,4234,6.45,6.41,3.91
1.02,Very Good,G,SI2,62.9,59.0,4291,6.38,6.4,4.02
0.35,Ideal,H,VVS1,61.7,56.0,1024,4.55,4.53,2.8
1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46
0.33,Premium,F,VS2,60.1,58.0,854,4.47,4.45,2.68
0.52,Ideal,G,VS1,62.7,56.0,1815,5.16,5.14,3.23
0.51,Premium,E,VS2,60.6,58.0,1662,5.15,5.12,3.11
1.74,Very Good,H,I1,63.2,55.0,4677,7.62,7.59,4.8
0.79,Ideal,E,VS1,62.0,56.0,4240,5.9,5.93,3.67
1.73,Premium,F,VS2,61.2,58.0,16975,7.76,7.69,4.73
2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03
0.5,Premium,E,SI1,62.0,59.0,1415,5.1,5.06,3.15
0.38,Very Good,E,VS2,59.2,60.0,866,4.73,4.77,2.81
1.01,Good,G,SI1,63.2,59.0,5021,6.32,6.36,4.01
0.43,Premium,G,IF,61.4,59.0,1433,4.79,4.85,2.96
0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
1.01,Very Good,I,VS2,62.3,60.0,4666,6.33,6.41,3.97
1.13,Very Good,J,SI1,62.9,57.7,4391,6.6,6.64,4.16
1.04,Ideal,E,VVS2,62.0,58.0,9552,6.54,6.46,4.03
0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71
1.27,Premium,G,VS2,61.0,60.0,8705,6.97,6.93,4.24
1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0
0.73,Ideal,F,SI2,61.5,55.0,2255,5.79,5.85,3.58
0.3,Ideal,I,SI1,62.3,56.0,506,4.35,4.32,2.7
0.53,Premium,E,VS2,61.4,58.0,1579,5.24,5.19,3.2
0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71
0.42,Very Good,H,VVS2,62.9,56.0,921,4.75,4.79,3.0
0.36,Premium,F,VS2,60.5,59.0,726,4.61,4.64,2.8
1.0,Very Good,D,SI2,63.3,60.0,4295,6.29,6.19,3.95
0.75,Ideal,G,VVS2,61.3,55.0,3525,5.85,5.89,3.59
0.32,Ideal,G,VVS2,62.0,54.0,708,4.39,4.42,2.73
2.04,Ideal,G,SI1,61.9,58.0,18153,8.12,8.16,5.04
1.51,Premium,G,VS1,61.1,58.0,13293,7.38,7.36,4.5
0.36,Premium,G,VS1,59.7,59.0,726,4.61,4.64,2.76
1.01,Premium,E,SI1,60.0,59.0,5973,6.53,6.47,3.9
0.7,Fair,G,VS1,57.1,62.0,2553,5.89,5.94,3.38
0.38,Ideal,G,SI1,61.9,56.0,639,4.64,4.67,2.88
1.01,Premium,F,SI1,61.8,59.0,4989,6.41,6.34,3.94
0.71,Good,I,VS1,64.2,57.0,2007,5.62,5.57,3.59
0.32,Very Good,H,VVS2,63.4,56.0,828,4.37,4.34,2.76
1.61,Ideal,I,VS2,62.5,57.0,10098,7.49,7.43,4.66
0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73
0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49
1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
1.51,Fair,D,SI1,64.1,60.0,9293,7.18,7.11,4.58
0.62,Premium,H,VVS1,61.9,58.0,2232,5.49,5.46,3.39
0.51,Good,D,SI1,63.3,57.0,1423,5.06,5.09,3.21
0.5,Ideal,F,IF,60.6,58.0,2529,5.13,5.16,3.12
0.35,Ideal,G,VVS2,61.2,55.0,1092,4.62,4.59,2.82
1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32
1.54,Ideal,J,VS1,62.2,59.0,8848,7.34,7.38,4.58
0.89,Fair,H,I1,58.8,66.0,1334,6.21,6.09,3.62
0.41,Ideal,G,SI1,62.6,54.0,923,4.78,4.74,2.98
0.76,Premium,D,VS1,60.6,58.0,3894,5.95,5.89,3.59
0.33,Ideal,F,VVS1,62.4,55.0,1021,4.42,4.4,2.75
1.32,Premium,F,VS2,60.9,59.0,10423,7.12,7.06,4.32
1.07,Ideal,E,VVS2,61.3,56.0,10222,6.53,6.6,4.02
0.51,Ideal,H,SI1,63.0,57.0,1195,5.14,5.11,3.23
0.7,Good,H,VS2,56.7,63.0,2187,5.87,5.92,3.34
0.91,Very Good,E,SI2,62.5,59.0,3632,6.16,6.23,3.87
1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04
0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53
1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2
1.0,Good,D,SI2,58.1,65.0,4427,6.54,6.48,3.78
1.0,Premium,F,SI2,61.1,61.0,4452,6.38,6.35,3.89
0.35,Ideal,D,SI1,60.8,55.0,827,4.59,4.56,2.78
1.54,Premium,F,SI1,60.9,59.0,11897,7.56,7.46,4.57
0.32,Ideal,F,VS2,61.3,57.0,645,4.37,4.4,2.69
1.5,Ideal,F,VS1,62.3,56.0,15851,7.34,7.3,4.56
0.51,Good,G,SI1,63.6,55.0,1220,5.03,5.06,3.21
0.7,Good,E,VS1,65.5,57.0,2657,5.46,5.54,3.6
1.18,Good,D,SI2,59.7,61.0,5871,6.83,6.88,4.09
0.51,Premium,I,SI1,61.3,58.0,1084,5.16,5.11,3.15
1.01,Premium,E,VS2,60.2,58.0,6335,6.56,6.52,3.94
0.81,Ideal,F,SI2,62.9,57.0,2726,5.97,5.93,3.74
0.54,Ideal,G,IF,61.5,55.0,2289,5.24,5.3,3.23
1.12,Ideal,J,SI1,62.4,57.0,4840,6.65,6.6,4.14
0.8,Very Good,D,SI2,63.7,57.0,2708,5.87,5.9,3.75
0.38,Premium,H,VS2,60.9,60.0,700,4.62,4.67,2.83
1.82,Fair,H,I1,67.3,58.0,5993,7.5,7.47,5.04
0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
1.14,Ideal,G,VS2,62.0,55.0,7371,6.68,6.77,4.17
0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
1.08,Ideal,G,SI2,62.2,56.0,4544,6.56,6.59,4.09
0.33,Ideal,D,VS2,60.9,56.0,940,4.49,4.51,2.74
0.54,Premium,E,VS2,59.2,58.0,1847,5.35,5.32,3.16
1.5,Good,I,SI1,64.3,55.0,8736,7.24,7.19,4.64
0.32,Premium,F,VS2,61.1,58.0,828,4.42,4.39,2.69
0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
1.18,Ideal,H,VS1,64.9,58.0,7216,6.57,6.53,4.25
0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63
2.43,Ideal,I,SI2,62.3,59.0,17856,8.54,8.61,5.34
0.41,Very Good,F,VVS1,58.9,58.0,1295,4.84,4.87,2.86
1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,4.0
1.22,Ideal,F,SI2,62.5,56.0,6518,6.85,6.81,4.27
0.51,Ideal,D,VS2,62.5,56.0,2056,5.13,5.11,3.2
0.92,Premium,H,SI1,62.4,58.0,3624,6.19,6.22,3.87
0.34,Very Good,G,IF,61.0,56.0,924,4.5,4.54,2.76
0.7,Fair,D,SI1,66.5,55.0,2339,5.51,5.47,3.65
0.81,Very Good,F,VS1,62.7,56.0,3689,5.92,5.98,3.73
0.32,Ideal,H,VS1,62.1,55.0,524,4.39,4.4,2.73
1.03,Ideal,E,SI1,62.0,53.0,5710,6.5,6.47,4.02
1.0,Ideal,F,SI1,62.0,55.0,5239,6.39,6.44,3.98
0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51
0.74,Ideal,F,VS1,61.7,56.0,3845,5.79,5.87,3.6
0.35,Premium,G,VS1,62.9,58.0,906,4.49,4.48,2.82
0.41,Ideal,H,IF,62.9,54.0,1243,4.74,4.71,2.97
2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
0.32,Good,D,SI2,64.1,54.0,571,4.37,4.34,2.79
0.9,Ideal,F,SI1,61.5,56.0,4284,6.25,6.2,3.83
0.31,Very Good,F,VVS1,61.3,56.0,808,4.35,4.37,2.67
0.4,Premium,G,VVS2,62.0,58.0,1050,4.74,4.68,2.92
1.01,Good,E,VVS1,63.1,57.0,10696,6.36,6.39,4.02
1.5,Premium,E,SI2,61.2,59.0,10080,7.41,7.36,4.52
0.34,Ideal,G,VS2,61.5,56.0,765,4.5,4.47,2.76
0.5,Very Good,D,SI2,63.2,56.0,1243,5.05,5.01,3.18
1.1,Ideal,I,SI1,60.8,61.0,4868,6.63,6.7,4.05
1.71,Premium,G,VS2,61.3,58.0,11032,7.64,7.6,4.67
1.2,Very Good,I,VS1,63.1,58.0,5322,6.7,6.62,4.2
0.34,Premium,E,SI2,62.4,59.0,477,4.42,4.46,2.77
1.51,Premium,D,SI1,62.5,60.0,11760,7.27,7.23,4.54
0.71,Ideal,H,SI1,62.1,57.0,2313,5.68,5.73,3.54
1.06,Ideal,F,VS2,61.0,57.0,7075,6.57,6.6,4.02
0.3,Ideal,F,VVS1,61.2,55.0,802,4.33,4.36,2.66
0.32,Ideal,D,SI2,61.7,55.0,477,4.38,4.4,2.71
0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
2.07,Ideal,H,SI1,60.6,56.0,14935,8.38,8.3,5.05
0.58,Ideal,F,VVS2,62.0,56.0,2509,5.32,5.36,3.31
0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22
0.41,Very Good,H,SI1,62.8,56.0,683,4.72,4.77,2.98
0.3,Ideal,G,IF,61.7,55.0,895,4.31,4.34,2.67
0.31,Premium,G,VVS1,61.2,59.0,1046,4.34,4.32,2.65
2.0,Ideal,F,SI2,61.6,57.0,13351,8.16,8.1,5.01
0.31,Ideal,G,IF,62.0,54.0,1028,4.39,4.35,2.71
0.57,Ideal,G,VS2,60.2,59.0,1642,5.38,5.42,3.25
0.55,Very Good,E,VS2,61.0,59.0,1831,5.31,5.34,2.25
0.47,Ideal,G,SI2,61.3,56.0,784,4.98,5.01,3.06
0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
0.55,Very Good,F,VS2,62.6,57.0,1609,5.19,5.23,3.26
0.32,Ideal,D,VVS2,60.6,56.0,1066,4.47,4.5,2.72
0.54,Ideal,E,SI2,60.7,56.0,1246,5.25,5.3,3.2
1.01,Ideal,E,SI2,59.2,56.0,4751,6.63,6.59,3.91
0.7,Very Good,H,SI1,61.0,58.0,2107,5.67,5.7,3.47
0.38,Ideal,F,IF,61.0,56.0,1193,4.68,4.7,2.86
0.69,Good,E,VS2,58.7,64.0,2057,5.73,5.79,3.38
0.92,Very Good,E,SI1,62.1,58.0,4562,6.15,6.22,3.84
0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
1.7,Good,I,SI2,63.6,59.0,7464,7.62,7.52,4.8
0.71,Very Good,J,VS2,62.8,61.0,1821,5.63,5.71,3.56
0.29,Ideal,F,VVS1,61.1,57.0,715,4.26,4.29,2.61
0.5,Very Good,E,VS1,62.5,58.0,1665,5.04,5.11,3.17
0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21
1.01,Very Good,H,VS2,63.2,58.0,5260,6.34,6.26,3.98
1.24,Ideal,G,VVS1,62.3,56.0,10724,6.86,6.89,4.28
1.0,Very Good,F,VVS2,63.0,59.0,8950,6.33,6.36,4.0
0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
1.23,Premium,H,VS1,61.1,58.0,7577,6.91,6.86,4.21
1.25,Premium,G,VS1,61.8,58.0,9173,6.94,6.91,4.28
1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2
1.04,Ideal,I,VS1,61.4,58.0,5572,6.46,6.54,3.99
1.7,Premium,I,SI1,59.7,60.0,10501,7.77,7.72,4.62
2.1,Fair,G,SI2,65.0,56.0,11923,8.09,7.98,5.21
1.0,Good,I,SI1,58.0,58.0,4273,6.56,6.62,3.82
1.01,Ideal,F,VS1,60.8,57.0,7412,6.54,6.52,3.97
0.35,Ideal,E,VVS1,61.9,56.0,967,4.55,4.53,2.81
0.91,Good,D,SI1,63.1,61.0,4113,6.1,6.16,3.87
0.32,Premium,F,VS2,61.3,60.0,645,4.37,4.4,2.69
0.53,Ideal,G,VS1,61.5,57.0,1791,5.21,5.23,3.21
1.02,Premium,F,SI2,62.5,58.0,3754,6.47,6.4,4.02
1.31,Ideal,H,SI2,62.3,56.0,6225,7.0,6.97,4.35
0.53,Ideal,E,VS1,60.9,57.0,1827,5.25,5.19,3.18
1.24,Premium,F,VS1,62.5,58.0,10033,6.87,6.83,4.28
0.56,Ideal,D,SI1,62.5,56.0,1608,5.24,5.28,3.29
0.34,Ideal,F,VS2,62.1,55.0,880,4.51,4.47,2.79
0.74,Ideal,J,SI1,61.7,56.0,1963,5.81,5.85,3.6
0.34,Premium,E,VS2,61.9,58.0,745,4.43,4.45,2.75
0.72,Very Good,F,SI2,58.5,60.0,2126,5.86,5.93,3.45
0.59,Ideal,F,SI1,62.0,53.0,1424,5.38,5.43,3.35
1.1,Premium,E,SI2,60.9,60.0,4622,6.66,6.61,4.04
0.33,Premium,G,VS1,60.5,58.0,666,4.43,4.49,2.7
0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
0.4,Ideal,I,VS1,61.9,55.0,919,4.74,4.77,2.94
0.24,Very Good,F,VS1,61.0,57.0,461,4.01,4.04,2.45
0.54,Ideal,H,IF,61.5,54.0,1981,5.27,5.3,3.25
0.41,Ideal,F,VS2,62.6,57.0,1107,4.79,4.76,2.99
0.9,Very Good,D,SI1,60.9,57.0,4438,6.22,6.26,3.8
0.34,Ideal,E,VS2,61.2,56.0,702,4.51,4.54,2.77
1.51,Premium,E,SI2,63.0,55.0,9302,7.34,7.3,4.61
2.07,Ideal,G,SI2,62.0,55.0,17095,8.23,8.13,5.07
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
0.57,Premium,F,SI1,60.7,58.0,1571,5.36,5.32,3.24
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
1.07,Ideal,H,SI2,62.4,55.0,4840,6.56,6.59,4.1
0.71,Premium,E,VS2,62.0,61.0,3062,5.71,5.65,3.52
0.44,Premium,G,SI1,61.1,59.0,990,4.9,4.86,2.98
1.34,Very Good,H,SI1,61.6,59.0,7655,7.04,7.09,4.35
0.65,Good,I,VS1,61.1,61.7,1744,5.55,5.59,3.4
1.1,Premium,D,SI2,62.4,58.0,4725,6.6,6.57,4.11
1.5,Premium,I,SI2,62.5,61.0,7526,7.29,7.24,4.54
1.12,Good,J,SI1,63.7,61.0,3951,6.54,6.5,4.15
1.2,Premium,I,SI2,60.0,58.0,5080,6.93,6.91,4.15
0.52,Ideal,G,VS2,60.8,57.0,1595,5.19,5.21,3.16
1.73,Very Good,H,VS2,61.7,56.0,12998,7.64,7.7,4.73
0.77,Ideal,F,VS2,61.2,57.0,3052,5.93,5.97,3.64
0.31,Ideal,F,IF,61.5,55.0,1061,4.34,4.37,2.68
1.01,Good,E,SI1,64.3,59.0,5379,6.23,6.28,4.02
0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51
0.58,Ideal,E,VS1,60.8,57.0,2359,5.42,5.41,3.29
0.62,Premium,J,VVS2,60.9,58.0,1415,5.5,5.56,3.37
0.26,Very Good,E,VVS2,62.9,56.0,614,4.07,4.1,2.57
1.04,Ideal,F,VVS1,61.6,55.0,10825,6.5,6.53,4.02
0.34,Ideal,D,VS2,62.5,57.0,1033,4.47,4.4,2.77
